longitude,latitude,depth,magnitude,number_stations,min_station_distance,nodal_plane_1_dip,nodal_plane_1_rake,nodal_plane_1_strike,nodal_plane_2_dip,nodal_plane_2_rake,nodal_plane_2_strike,n_axis_azimuth,n_axis_length,n_axis_plunge,p_axis_azimuth,p_axis_length,p_axis_plunge,t_axis_azimuth,t_axis_length,t_axis_plunge,percent_double_couple,scalar_moment,tensor_mpp,tensor_mrp,tensor_mrr,tensor_mrt,tensor_mtp,tensor_mtt,soil_density,mmi_class
-0.8587890589980848,0.21739464698349828,-0.1384008642134014,1.2590677574841538,-0.16200521721622313,-0.6211664047502469,0.7649931757342467,0.8560914868789985,-0.18795298738895463,-3.275980054973578,1.0093077258317322,1.0759722152380782,1.238307980286586,0.07174744510491768,-2.1434711776110227,0.48223908208466626,0.05659432766358775,-0.5860942324508772,-1.5687767334876526,-0.05986040690449554,3.288087158306168,-0.13170058139267182,-0.05824198360762577,-0.053887589356407084,-0.019117772217597574,-0.003759340305730834,-0.02084315021939754,-0.042471121522361446,0.055254881633568384,-1.8858290064179604,2
-1.5864108990318013,1.4530264659808816,2.9573425690317476,0.2786472638633784,-0.7997192791082124,0.1829394154914069,-0.32280427186199834,-1.3963198059605533,-0.1430280304070095,0.7189012907491242,-0.1315080564033235,-1.4793733574207348,0.5196182259086021,-0.009090953987481864,-0.44206387693790433,1.6394025345111574,0.06554031210057501,0.23561648583363862,-0.8909183013047776,-0.0662072743082915,0.81370166103412,-0.01684402619161883,-0.0658908836116848,-0.05070263477315286,-0.004675213620198048,-0.031174381060207406,-0.034917595188273316,-0.06497800203606968,0.05979144636249173,0.643054633613034,0
-0.45142476267709397,1.7053522673156678,1.2979803133859833,0.866899560035845,-0.3683244725342197,2.000125637299682,-0.8667029956601209,-0.7899013809652894,-0.18795298738895463,-1.5317360871228205,-0.5878343692973458,1.2179358581635678,1.488660385534064,-0.019268152644969217,-1.3098892891909861,-0.2223410347015072,0.06252772958886825,1.967753358399747,0.6117494633959998,-0.06281055591320808,-0.5429276031856476,-0.045558164991882075,-0.0626870639891201,-0.048151993162682025,0.02517555782382047,-0.04581474542868231,-0.028005591771599298,-0.07432231036291986,0.06135964654038539,-0.2572809031519272,0
-0.8917446664760766,0.6399498166829003,-0.7764885026855934,0.808074330418598,-0.40583706441021905,-0.5661409152264111,-0.5947536337610596,-0.010220548828521494,0.6206962382860575,0.7751672251959228,-1.2247898477119186,1.132757672408274,1.6650300219485143,-0.04767605133660058,0.1105196835580209,0.3271760215621024,0.06342884321253442,0.2735932279727555,-0.8854296565455543,-0.06276031685724136,-0.27402097948227816,-0.13887911609273762,-0.06311282381788988,-0.04729365219919599,-0.015575797172197982,-0.037577382346363895,-0.028874995334614642,-0.05841922684048382,0.05816937824718772,1.4407783996437549,0
0.04906309383006704,0.9178703882966238,-0.567035247370043,0.866899560035845,1.919943631901742,1.5379115252994613,-0.5947536337610596,-1.3963198059605533,1.5641203349069048,0.7751672251959228,-0.17904204732978413,0.30936854344043424,-1.1499954589928778,-0.009173695439981762,0.07027192194881886,0.35022524018764795,0.061820236102262734,0.2566803300201022,1.2472869870712424,-0.06242818087612803,-0.12876384518653253,-0.009665491491553012,-0.062141241735751494,-0.048453761464163726,0.0084773203817191,-0.03478970774404603,-0.019123059110612697,-0.05215773402502991,0.058550272804622806,-0.13811884681538805,1
0.4259331983608121,0.5810335530219551,-0.4627646137369025,0.866899560035845,1.0946666106297558,3.3782084527077476,0.22109445193612418,-1.2230573988190494,-0.18795298738895463,-0.3501514637400496,-0.06496046910627856,-1.5834800288994273,-0.18390694817414266,-0.04108431562077544,-0.5105896616219068,-1.2423075744752727,0.062033126489931326,0.7745771111916844,0.8945659303594347,-0.06157690798335856,0.20553433541509977,-0.09580790789234275,-0.06182353808912069,-0.04641332811440997,0.04396666753836146,-0.0382644225688736,-0.04064647894333496,-0.0638135306067178,0.057478944049409626,-1.7666669500814212,1
-0.7467262588733882,0.44509151842723266,0.12121173381196895,1.8473200536566203,-0.049467441588225004,-0.6651867963693154,0.4930438138351855,0.0764106547422305,0.7105461522499477,1.2252947007703117,-1.4149258114177612,-0.5329490712508042,-1.4776806181417157,0.05528189605743814,1.0648061197877523,0.2797389104072196,0.04164611897772023,-0.6926057464503534,1.0718340298959976,-0.04415791085622989,-0.8514310115404553,-0.04795100989190401,-0.04293494802838473,-0.029710152857561886,-0.002731477139143676,-0.02487247792078291,-0.016173058297100865,-0.021858065528123794,0.03690360295608935,-0.7339291284980829,2
-0.5903580173929597,0.249750299977624,1.0134400420139145,-0.5056891310332408,-0.10573632940222406,-0.2356211414865707,0.22109445193612418,1.6357723190157665,1.3844205069791244,1.2252947007703117,0.3438318528612831,-1.5266945717292313,1.6124682843974978,-0.009813562672647633,0.5342639224830069,0.2139207768041168,0.06656145185659916,-0.13196305087102114,-0.9805193465572135,-0.06721345095695837,-0.5670682016611329,-0.0790579935921892,-0.06690273278391941,-0.05127659408563991,0.003929300143599871,-0.03185633077744152,-0.031247696139983787,-0.06506378587292742,0.06056117496813692,0.623194290890277,0
-1.0369681920527445,0.7675212506799663,-0.3893495757707118,0.6708154613116889,-0.7434503912942133,-0.004269527755243228,0.22109445193612418,-0.09685175239927349,0.7554711092318928,0.156241946281138,-1.3578850223060084,1.2841855581954629,-1.1861564245755516,-0.020150728138301453,0.9270572840973555,0.22278520079525188,0.0635316178824434,-0.6577201344853508,1.0094817289009645,-0.06379579962188882,-0.5221470451831959,-0.057522389491991746,-0.06368265855617826,-0.04781525171367761,0.010756612393390276,-0.0330539522388868,-0.029405282489913597,-0.061594995043897115,0.05741763912064039,-0.86633141331646,2
-0.38469303480160644,-0.311724879984461,-0.3647258984404366,0.08256316513922406,-0.2557866969062215,-0.6431766005597812,-1.1386523575591823,0.3363042654544865,-0.9516772560820216,0.04371007738754077,1.3990864514287096,0.9150800865891899,-0.6614449605204908,-0.004071305869154769,0.8673635394969896,1.6978579616434046,0.06575595538118759,-0.8364757765541234,0.9039225570552756,-0.0665915100511481,-0.2983683496791807,-0.06470092419205756,-0.06618642188762043,-0.05063009047286288,0.006910151773912474,-0.03091060033229047,-0.032027307382164895,-0.06539241034928717,0.0596437115341462,0.8310658780551293,1
