magnitude,depth,latitude,soil_density,nodal_plane_1_strike,percent_double_couple,min_station_distance,mmi_class
1.2590677574841538,-0.1384008642134014,0.2173946469834982,-1.8858290064179604,-0.1879529873889546,-0.1317005813926718,-0.6211664047502469,2
0.2786472638633784,2.957342569031748,1.4530264659808816,0.643054633613034,-0.1430280304070095,-0.0168440261916188,0.1829394154914069,0
0.866899560035845,1.2979803133859833,1.7053522673156678,-0.2572809031519272,-0.1879529873889546,-0.045558164991882,2.000125637299682,0
0.808074330418598,-0.7764885026855934,0.6399498166829003,1.4407783996437549,0.6206962382860575,-0.1388791160927376,-0.5661409152264111,0
0.866899560035845,-0.567035247370043,0.9178703882966238,-0.138118846815388,1.5641203349069048,-0.009665491491553,1.5379115252994613,1
0.866899560035845,-0.4627646137369025,0.5810335530219551,-1.7666669500814212,-0.1879529873889546,-0.0958079078923427,3.378208452707748,1
1.8473200536566203,0.1212117338119689,0.4450915184272326,-0.7339291284980829,0.7105461522499477,-0.047951009891904,-0.6651867963693154,2
-0.5056891310332408,1.0134400420139145,0.249750299977624,0.623194290890277,1.3844205069791244,-0.0790579935921892,-0.2356211414865707,0
0.6708154613116889,-0.3893495757707118,0.7675212506799663,-0.86633141331646,0.7554711092318928,-0.0575223894919917,-0.0042695277552432,2
0.082563165139224,-0.3647258984404366,-0.311724879984461,0.8310658780551293,-0.9516772560820216,-0.0647009241920575,-0.6431766005597812,1
2.435572349829085,-0.5408915899576521,1.136794241745088,-0.3632027310066283,-0.2328779443708997,-0.0527366996919478,0.8103522749287436,2
-0.8978573284815512,-0.2966307907616509,0.429235654823471,0.1002052658576902,-1.041527170045912,-0.0814508384922111,-0.4449625594083637,0
0.082563165139224,-0.6071627215378989,-0.3694338431605518,0.2829204189070502,-1.041527170045912,-0.0335939404917723,-0.6873192710444584,0
0.2786472638633784,-0.648962173796082,-0.3679046280744145,0.2829204189070502,-1.1763020409917473,-0.0335939404917723,-0.7533498584730612,1
0.4747313625875345,2.0414025715487965,1.534479021456466,0.1995069794714732,0.4409964103582769,-0.1269148915926279,1.4938911336803928,1
-0.1135209335849311,0.1780589888830978,0.1458420037757476,1.3977476570777827,-0.8618273421181314,-0.1293077364926498,0.1940667922617827,0
0.2786472638633784,-0.1754883782170256,-0.7169754254982783,-0.1182585040926311,0.5757712813041124,-0.0670937690920795,-0.6983243689492256,0
-0.3096050323090864,-0.1390088562462476,-0.4175649052541283,-0.018956790478848,-1.0864521270278569,-0.0264154057917065,-0.7423447605682941,0
2.435572349829085,1.3110521420921784,1.6190705099006593,-1.453866552198006,-0.2778029013528448,-0.0575223894919917,3.5763002149935565,1
1.8473200536566203,-0.2703351353410484,-0.2367917954191161,0.790352175473479,-1.0864521270278569,-0.0192368710916407,-0.7863651521873628,2
1.2590677574841538,3.0593332325417144,1.518784115153346,-1.453866552198006,0.0366717975207709,-0.0192368710916407,0.8996158468229662,0
-0.701773229757396,-0.0026666428804649,-0.2849228092206728,0.790352175473479,-0.7719774281542412,-0.0264154057917065,-0.7203345647587598,0
0.8865079699082601,-0.6047307534065136,-0.92213600512737,-1.568063522853856,-0.9067522991000764,-0.0240225608916846,2.327832997130527,2
1.45515185620831,-0.1189451191623197,-0.8748098261210375,-0.078537818647118,-0.7719774281542412,-0.0359867853917943,-0.2906466310104065,1
0.2786472638633784,-0.2755030676202421,-0.8678879861052076,-0.078537818647118,-0.9516772560820216,-0.045558164991882,-0.4449625594083637,0
4.9846656332431,-0.0285063042764326,-0.8483297182505488,0.0075236664848252,-0.5024276862625705,-0.0359867853917943,-0.4008198889236866,2
-0.8978573284815512,-0.1148411729406072,0.2169117267895572,0.5619582341617788,1.60904529188885,-0.045558164991882,-0.5440084405512683,0
0.3374724934806254,-1.1842991587172491,0.6674762677376053,0.000903552243908,0.9351709371596733,-0.0718794588921233,-0.7863651521873628,0
-0.8978573284815512,-0.3905655598364044,-0.3076200583359535,0.3186690358080115,-1.0864521270278569,-0.0958079078923427,-0.4339574615035966,1
0.082563165139224,0.3714004553282213,0.1864073000668883,1.0932224019955157,0.5757712813041124,-0.0359867853917943,-0.6321715026550141,1
0.866899560035845,1.6810152940791523,1.4390217803565568,0.643054633613034,1.4293454639610694,-0.0120583363915749,1.8900746582520105,0
0.3178640836082103,-0.5995628211273201,0.4834032193413262,0.1002052658576902,0.7554711092318928,-0.0312010955917504,-0.7533498584730612,2
0.1806052145013012,-1.3215533601323015,0.6490448458634934,1.4407783996437549,0.6656211952680026,-0.0503438547919259,-0.8635353442729022,0
0.6708154613116889,2.7560972061596223,1.5120232324381575,-0.5750463867160307,-1.041527170045912,-0.0120583363915749,1.163738196537378,0
0.082563165139224,-0.8091680744510821,0.0552139646152593,-1.3429796386626147,1.204720679051344,-0.0168440261916188,-0.4999880489321996,1
0.082563165139224,1.1239425939837295,0.1405298816423824,1.3977476570777827,0.8902459801777282,-0.0575223894919917,0.2270820859760841,0
0.082563165139224,1.067703330945447,0.1377933177793707,1.3977476570777827,0.0366717975207709,-0.0718794588921233,0.2050718901665498,0
0.6708154613116889,-0.0888495135364278,-0.3144614438474761,0.3186690358080115,-0.9067522991000764,-0.0168440261916188,-0.4449625594083637,2
0.690423871184104,-0.8631273673661912,0.6239329957785006,1.4407783996437549,1.5641203349069048,-0.0599152343920136,-0.6541816984645483,2
-0.4076470816711636,0.2539059949806739,-0.396557876817643,0.2829204189070502,1.3844205069791244,-0.0192368710916407,-0.5440084405512683,0
0.9061163797806752,2.880279578868479,1.5643395706845522,-1.462141694999154,-0.9067522991000764,-0.0383796302918162,1.5379115252994613,0
0.6708154613116889,2.95080665467865,1.5847831761307658,-1.462141694999154,0.1265217114846611,-0.0120583363915749,0.8543726665478122,0
0.4159061329702875,0.1663551422508065,-0.730336233628017,-0.1182585040926311,-0.5922776002264607,-0.0982007527923646,-0.8305078226720399,1
0.7688575106737661,-0.3293103625271397,-0.4106430652382984,-0.018956790478848,0.5757712813041124,-0.0503438547919259,-0.5440084405512683,1
-0.4664723112884097,0.0084292117189801,-0.7713039473167714,0.0604845804121771,1.4742704209430146,-0.0288082506917285,-0.6983243689492256,1
1.1022004785048296,-0.4749244543938285,0.2519234408503638,-0.5088452443068416,-0.5024276862625705,-0.0790579935921892,-0.4118249868284538,2
0.2002136243737163,-0.5471235082943268,-0.92430914600011,-1.568063522853856,-0.8618273421181314,-0.0168440261916188,-0.0594172961446875,1
1.8081032339117884,0.2005546940984109,-0.7094901624921731,-0.1182585040926311,-1.041527170045912,-0.0264154057917065,-0.7533498584730612,2
2.0434041523807744,0.3347689353492318,-0.726070406386848,-0.1182585040926311,0.6656211952680026,-0.0407724751918381,-0.9296270711343096,2
1.4747602660807249,-0.3908695558528275,-0.7981060180805631,0.0604845804121771,0.6656211952680026,-0.0527366996919478,-0.6541816984645483,2
3.945419910005078,-0.0658978142964801,-0.7915060926660128,0.0604845804121771,-0.1430280304070095,-0.0216297159916627,-0.7753600542825957,2
-0.5645143606504878,-0.0999453681358729,-0.3167150875165432,0.8310658780551293,-0.9067522991000764,-0.0240225608916846,-0.5991562089407125,1
1.3963266265910628,-0.9704379611635632,0.2755060758492193,-0.5088452443068416,-0.8618273421181314,-0.1484504956928254,-0.2136109456770363,2
2.827740547277396,-0.7926002915560204,0.2667330095619326,-0.5088452443068416,-1.445851782883418,-0.1029864425924085,-0.3567994973046179,2
-0.3684302619263325,-0.318062509919483,-0.4196575433305375,-0.018956790478848,-1.1763020409917473,-0.0168440261916188,-0.7974925289577386,0
-0.0939125237125152,-0.0057066030446963,-0.4252916283572023,-0.018956790478848,0.5308463243221672,-0.0144511812915968,-0.8525180184815743,0
-0.6037311803953188,-0.1937281392024147,-0.8773854326834076,-1.568063522853856,-0.8169023851361863,-0.0503438547919259,-0.3237842035903164,0
-0.9762909679712132,0.2432661344058636,-0.3952700735364579,0.2829204189070502,-1.041527170045912,-0.0168440261916188,-0.5991562089407125,0
-0.0743041138401001,-0.5881629705114519,-0.8340030697329246,0.0075236664848252,-0.5024276862625705,-0.0144511812915968,-0.1034376877637562,0
0.4747313625875345,-0.8479275665450338,0.9061193463413696,-0.1182585040926311,-0.32272785833479,-0.0958079078923427,-0.4669727552178981,2
-0.8978573284815512,-0.5706831995671208,-0.943223536360186,-1.568063522853856,-0.9067522991000764,-0.0383796302918162,0.7113063937858393,0
